Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power,Location
2018-07-28 19:00:00,66.7,77,59.4,1.39,1.41,120,172,1.8,0.2919,Location1
2018-07-28 20:00:00,67.0,71,57.1,0.95,1.84,162,229,1.8,0.2748,Location1
2018-07-28 21:00:00,64.5,79,57.8,1.64,2.84,232,260,2.0,0.2578,Location1
2018-07-28 22:00:00,63.0,80,56.6,1.49,4.0,250,267,2.6,0.2407,Location1
2018-07-28 23:00:00,62.1,82,56.5,2.06,4.67,241,260,3.2,0.2237,Location1
2018-07-29 00:00:00,60.8,87,57.0,2.47,4.93,249,264,4.0,0.2066,Location1
2018-07-29 01:00:00,59.8,91,57.2,2.5,4.95,233,262,4.3,0.1896,Location1
2018-07-29 02:00:00,58.8,94,57.2,2.55,4.49,225,249,4.5,0.1725,Location1
2018-07-29 03:00:00,58.2,95,56.8,2.83,5.51,225,241,5.1,0.1555,Location1
2018-07-29 04:00:00,58.0,95,56.6,2.44,5.03,235,253,5.0,0.1385,Location1
2018-07-29 05:00:00,58.2,96,57.1,2.38,4.62,248,265,4.4,0.1214,Location1
2018-07-29 06:00:00,62.7,88,59.1,1.71,3.69,263,283,4.3,0.1044,Location1
2018-07-29 07:00:00,67.1,82,61.4,1.4,2.14,274,281,4.1,0.0873,Location1
2018-07-29 08:00:00,71.2,67,59.6,1.58,2.25,288,291,4.7,0.0703,Location1
2018-07-29 09:00:00,74.0,51,54.8,2.12,2.83,278,278,6.8,0.0532,Location1
2018-07-29 10:00:00,75.8,45,53.1,2.57,3.4,283,284,7.1,0.0362,Location1
2018-07-29 11:00:00,77.4,42,52.4,2.66,3.38,290,289,6.8,0.0191,Location1
2018-07-29 12:00:00,78.6,39,51.6,2.28,2.95,299,298,6.9,0.012,Location1
2018-07-29 13:00:00,77.5,39,50.3,1.0,1.2,53,48,6.3,0.0148,Location1
2018-07-29 14:00:00,76.7,46,54.5,2.01,2.53,96,99,5.7,0.0177,Location1
2018-07-29 15:00:00,74.5,61,60.2,3.3,4.46,104,106,7.5,0.0205,Location1
2018-07-29 16:00:00,73.8,63,60.3,3.4,4.75,118,120,8.5,0.0233,Location1
2018-07-29 17:00:00,73.7,60,59.0,2.46,3.54,117,119,7.6,0.0261,Location1
2018-07-29 18:00:00,71.3,74,62.5,2.24,3.85,117,118,5.2,0.0278,Location1
2018-07-29 19:00:00,67.8,83,62.6,2.19,4.49,133,148,4.1,0.0284,Location1
2018-07-29 20:00:00,66.5,87,62.7,2.0,4.24,143,161,4.0,0.029,Location1
2018-07-29 21:00:00,65.5,88,61.9,2.55,5.05,191,188,4.1,0.0296,Location1
2018-07-29 22:00:00,64.5,88,60.8,1.87,4.68,196,200,4.5,0.0302,Location1
2018-07-29 23:00:00,63.4,90,60.5,2.47,4.7,201,204,3.3,0.0307,Location1
2018-07-30 00:00:00,62.7,92,60.2,1.64,4.3,218,216,3.8,0.0313,Location1
2018-07-30 01:00:00,61.5,94,59.8,1.27,3.47,225,229,2.5,0.0319,Location1
2018-07-30 02:00:00,60.1,97,59.1,1.84,2.86,221,234,2.6,0.0325,Location1
2018-07-30 03:00:00,59.2,99,59.1,0.86,1.46,144,196,2.4,0.0331,Location1
2018-07-30 04:00:00,59.2,97,58.4,1.91,3.4,137,152,3.8,0.0337,Location1
2018-07-30 05:00:00,60.1,96,59.0,2.14,3.83,143,147,3.5,0.0343,Location1
2018-07-30 06:00:00,63.9,91,61.1,1.41,3.26,172,162,3.8,0.0349,Location1
2018-07-30 07:00:00,68.9,82,63.1,0.76,1.49,157,160,3.1,0.0355,Location1
2018-07-30 08:00:00,73.5,68,62.4,0.76,0.98,157,156,3.1,0.0361,Location1
2018-07-30 09:00:00,76.1,58,60.4,0.99,1.2,135,138,3.8,0.0366,Location1
2018-07-30 10:00:00,77.3,55,59.9,1.53,1.96,101,105,5.0,0.0372,Location1
2018-07-30 11:00:00,78.1,56,61.1,2.21,2.79,108,111,6.0,0.0378,Location1
2018-07-30 12:00:00,77.4,55,60.0,2.55,3.41,79,85,6.8,0.0378,Location1
2018-07-30 13:00:00,77.0,50,57.1,0.64,1.02,51,79,6.6,0.0372,Location1
2018-07-30 14:00:00,77.8,46,55.6,0.71,1.1,82,95,3.0,0.0366,Location1
2018-07-30 15:00:00,76.7,47,55.0,1.28,1.78,39,52,3.7,0.036,Location1
2018-07-30 16:00:00,76.6,48,55.6,1.75,2.47,66,69,4.4,0.0354,Location1
2018-07-30 17:00:00,75.0,54,57.1,1.9,2.91,87,86,4.6,0.0348,Location1
2018-07-30 18:00:00,73.3,61,59.1,1.84,3.32,103,106,4.2,0.0342,Location1
2018-07-30 19:00:00,68.5,76,60.7,1.66,3.56,123,128,3.4,0.0336,Location1
2018-07-30 20:00:00,65.9,87,61.9,1.5,2.97,127,132,2.7,0.033,Location1
2018-07-30 21:00:00,64.4,93,62.3,1.56,2.98,140,140,2.5,0.0324,Location1
2018-07-30 22:00:00,63.9,95,62.4,1.56,1.91,135,137,2.5,0.0318,Location1
2018-07-30 23:00:00,63.8,97,62.9,1.0,1.34,84,117,1.9,0.0312,Location1
2018-07-31 00:00:00,63.4,98,62.7,1.24,1.46,76,106,1.6,0.0306,Location1
2018-07-31 01:00:00,63.0,97,62.1,1.17,1.5,59,94,1.7,0.03,Location1
2018-07-31 02:00:00,62.6,96,61.3,0.91,1.26,6,72,1.6,0.0294,Location1
2018-07-31 03:00:00,59.2,97,58.4,1.51,1.66,352,33,2.0,0.0288,Location1
2018-07-31 04:00:00,60.4,92,58.2,1.8,2.33,19,47,2.4,0.0282,Location1
2018-07-31 05:00:00,61.3,92,58.9,1.49,3.05,48,67,2.7,0.0276,Location1
2018-07-31 06:00:00,62.0,94,60.1,1.53,2.97,32,48,3.7,0.027,Location1
2018-07-31 07:00:00,67.9,77,60.2,0.92,2.56,49,51,2.8,0.0264,Location1
2018-07-31 08:00:00,72.1,61,57.8,1.91,2.76,47,46,4.6,0.0258,Location1
2018-07-31 09:00:00,74.7,53,56.3,2.68,3.71,63,63,6.4,0.0252,Location1
2018-07-31 10:00:00,76.2,50,56.1,2.94,3.98,72,72,7.2,0.0246,Location1
2018-07-31 11:00:00,76.2,50,56.2,3.01,4.12,75,76,7.4,0.024,Location1
2018-07-31 12:00:00,76.7,51,57.2,2.95,4.09,66,68,7.3,0.0274,Location1
2018-07-31 13:00:00,76.5,54,58.7,3.03,4.13,82,83,7.3,0.0348,Location1
2018-07-31 14:00:00,75.7,57,59.5,2.57,3.59,77,77,7.3,0.0422,Location1
2018-07-31 15:00:00,74.5,62,60.5,2.77,3.8,64,63,6.2,0.0496,Location1
2018-07-31 16:00:00,73.9,64,60.9,2.97,4.22,57,59,6.7,0.057,Location1
2018-07-31 17:00:00,71.9,71,62.0,1.92,3.5,62,59,6.4,0.0644,Location1
2018-07-31 18:00:00,70.6,75,62.3,2.48,4.74,47,48,4.1,0.0731,Location1
2018-07-31 19:00:00,68.3,79,61.5,2.66,5.6,70,71,5.0,0.083,Location1
2018-07-31 20:00:00,66.1,92,63.6,1.84,4.3,77,89,5.0,0.0929,Location1
2018-07-31 21:00:00,65.4,96,64.2,2.28,4.25,15,41,4.2,0.1028,Location1
2018-07-31 22:00:00,65.6,95,64.3,2.64,5.42,25,30,5.6,0.1127,Location1
2018-07-31 23:00:00,65.4,96,64.2,2.61,5.5,32,37,5.0,0.1227,Location1
2018-08-01 00:00:00,65.3,96,64.1,2.44,5.28,35,37,5.0,0.1326,Location1
2018-08-01 01:00:00,64.9,96,63.8,2.6,5.46,23,28,4.8,0.1425,Location1
2018-08-01 02:00:00,64.9,97,63.9,2.51,5.16,29,32,4.9,0.1524,Location1
2018-08-01 03:00:00,64.5,98,64.0,2.19,4.48,24,29,4.8,0.1623,Location1
2018-08-01 04:00:00,64.5,98,63.9,2.06,4.31,14,22,4.1,0.1722,Location1
2018-08-01 05:00:00,64.5,98,63.9,2.47,4.7,346,1,4.4,0.1656,Location1
2018-08-01 06:00:00,65.9,95,64.4,4.0,7.08,323,329,4.9,0.1425,Location1
2018-08-01 07:00:00,67.6,89,64.2,4.18,6.54,318,321,8.7,0.1194,Location1
2018-08-01 08:00:00,69.5,80,63.1,4.06,6.0,322,323,8.8,0.0963,Location1
2018-08-01 09:00:00,71.8,70,61.6,3.69,5.33,319,320,8.8,0.0731,Location1
2018-08-01 10:00:00,74.4,61,60.0,3.18,4.53,314,315,8.3,0.05,Location1
2018-08-01 11:00:00,76.3,53,57.7,2.78,3.97,308,311,7.7,0.0269,Location1
2018-08-01 12:00:00,76.7,50,56.4,2.6,3.58,293,297,6.8,0.023,Location1
2018-08-01 13:00:00,78.3,46,55.9,2.5,3.4,270,272,6.2,0.0385,Location1
2018-08-01 14:00:00,78.0,48,56.6,2.63,3.65,261,261,6.1,0.054,Location1
2018-08-01 15:00:00,78.4,48,57.1,2.11,2.82,265,264,6.2,0.0695,Location1
2018-08-01 16:00:00,78.0,49,57.5,1.43,2.02,258,261,4.9,0.0849,Location1
2018-08-01 17:00:00,77.1,55,59.6,1.14,2.15,195,202,3.3,0.1004,Location1
2018-08-01 18:00:00,75.0,56,58.3,2.02,4.13,261,263,2.6,0.1315,Location1
2018-08-01 19:00:00,71.5,62,57.7,2.1,5.1,245,254,3.7,0.1782,Location1
2018-08-01 20:00:00,69.4,65,57.0,2.48,6.09,230,240,4.5,0.2249,Location1
2018-08-01 21:00:00,67.5,68,56.5,2.56,6.35,231,242,4.7,0.2716,Location1
2018-08-01 22:00:00,65.6,72,56.4,2.7,6.31,231,243,4.7,0.3183,Location1
2018-08-01 23:00:00,64.7,76,56.9,2.97,6.85,228,236,5.4,0.365,Location1
2018-08-02 00:00:00,64.4,81,58.3,2.91,6.66,229,237,5.5,0.4117,Location1
2018-08-02 01:00:00,64.1,85,59.5,2.83,6.28,222,233,5.2,0.4584,Location1
2018-08-02 02:00:00,63.6,88,60.0,2.78,6.24,218,229,5.0,0.5051,Location1
2018-08-02 03:00:00,63.2,90,60.1,2.92,6.37,218,228,5.3,0.5518,Location1
2018-08-02 04:00:00,62.8,91,60.2,3.05,6.53,221,230,5.4,0.5985,Location1
2018-08-02 05:00:00,63.4,89,60.1,3.04,6.54,224,231,5.6,0.609,Location1
2018-08-02 06:00:00,67.2,82,61.5,3.11,6.1,228,235,5.6,0.5831,Location1
2018-08-02 07:00:00,70.9,74,62.4,2.78,4.25,218,221,6.1,0.5573,Location1
2018-08-02 08:00:00,73.4,72,63.6,3.06,4.56,218,218,6.8,0.5314,Location1
2018-08-02 09:00:00,73.8,72,64.2,3.42,5.12,218,219,7.3,0.5056,Location1
2018-08-02 10:00:00,77.6,65,64.8,4.61,6.52,221,221,11.8,0.4797,Location1
2018-08-02 11:00:00,76.8,67,65.0,4.27,6.16,213,216,12.1,0.4539,Location1
2018-08-02 12:00:00,79.9,56,62.7,4.7,6.77,209,211,12.6,0.4098,Location1
2018-08-02 13:00:00,82.3,51,62.1,5.06,7.22,218,217,12.6,0.3476,Location1
2018-08-02 14:00:00,81.8,51,61.7,4.56,6.71,206,207,11.9,0.2853,Location1
2018-08-02 15:00:00,74.8,78,67.4,3.4,5.45,227,223,10.7,0.2231,Location1
2018-08-02 16:00:00,75.9,73,66.7,2.62,3.96,227,225,6.9,0.1609,Location1
2018-08-02 17:00:00,74.3,79,67.3,3.86,6.14,233,233,7.8,0.0986,Location1
2018-08-02 18:00:00,71.9,87,67.8,1.91,4.03,264,247,7.5,0.0753,Location1
2018-08-02 19:00:00,70.7,90,67.5,1.77,4.08,164,191,3.3,0.091,Location1
2018-08-02 20:00:00,70.1,88,66.5,2.6,5.72,180,185,4.5,0.1066,Location1
2018-08-02 21:00:00,69.1,89,65.8,2.72,6.08,216,216,5.0,0.1223,Location1
2018-08-02 22:00:00,68.6,88,65.0,3.09,6.7,209,218,5.4,0.1379,Location1
2018-08-02 23:00:00,67.6,89,64.1,2.73,6.02,208,216,5.5,0.1536,Location1
2018-08-03 00:00:00,66.6,90,63.6,2.55,5.75,206,211,4.8,0.1692,Location1
2018-08-03 01:00:00,66.2,90,63.3,2.56,5.8,211,216,4.5,0.1849,Location1
2018-08-03 02:00:00,65.6,91,63.0,2.39,5.59,213,223,4.4,0.2006,Location1
2018-08-03 03:00:00,65.2,92,62.9,2.34,5.4,220,231,4.2,0.2162,Location1
2018-08-03 04:00:00,64.5,94,62.9,2.19,5.06,227,240,4.0,0.2319,Location1
2018-08-03 05:00:00,64.6,96,63.4,2.11,4.42,211,232,3.7,0.2226,Location1
2018-08-03 06:00:00,68.0,91,65.2,1.63,3.45,223,240,3.8,0.1883,Location1
2018-08-03 07:00:00,70.9,86,66.4,1.68,2.28,253,255,4.2,0.1541,Location1
2018-08-03 08:00:00,73.8,78,66.4,1.84,2.45,257,258,5.0,0.1198,Location1
2018-08-03 09:00:00,75.3,76,67.1,1.62,2.01,248,243,8.9,0.0856,Location1
2018-08-03 10:00:00,77.2,70,66.9,2.12,2.77,251,244,8.6,0.0514,Location1
2018-08-03 11:00:00,75.7,72,66.2,2.05,2.76,227,226,8.7,0.0171,Location1
2018-08-03 12:00:00,77.1,71,66.9,1.79,2.37,207,208,8.1,0.0031,Location1
2018-08-03 13:00:00,79.3,70,68.9,1.39,1.8,249,251,7.5,0.0093,Location1
2018-08-03 14:00:00,78.6,67,66.8,1.73,2.33,280,280,7.0,0.0155,Location1
2018-08-03 15:00:00,75.1,76,66.9,2.33,3.14,350,351,7.7,0.0217,Location1
2018-08-03 16:00:00,72.6,86,68.1,2.51,3.33,61,57,7.4,0.0279,Location1
2018-08-03 17:00:00,71.9,89,68.6,2.21,3.1,72,69,6.0,0.0341,Location1
2018-08-03 18:00:00,71.3,91,68.6,2.2,3.24,90,81,5.2,0.037,Location1
2018-08-03 19:00:00,69.0,98,68.3,2.42,4.1,97,87,4.8,0.0365,Location1
2018-08-03 20:00:00,67.8,97,67.0,2.6,5.02,106,96,4.9,0.036,Location1
2018-08-03 21:00:00,67.0,96,65.7,1.97,4.75,120,112,4.9,0.0355,Location1
2018-08-03 22:00:00,66.7,97,65.7,2.19,4.96,137,132,3.6,0.0351,Location1
2018-08-03 23:00:00,66.6,97,65.8,2.44,4.92,161,151,4.1,0.0346,Location1
2018-08-04 00:00:00,65.9,99,65.5,2.2,5.16,180,171,4.5,0.0341,Location1
2018-08-04 01:00:00,64.8,100,64.7,1.93,4.69,201,191,4.1,0.0337,Location1
2018-08-04 02:00:00,63.9,100,63.9,1.66,4.05,213,200,3.5,0.0332,Location1
2018-08-04 03:00:00,63.0,100,63.0,1.53,3.7,191,199,3.3,0.0327,Location1
2018-08-04 04:00:00,62.6,100,62.6,2.12,4.05,225,220,3.8,0.0323,Location1
2018-08-04 05:00:00,63.2,99,63.0,1.8,4.03,236,247,3.8,0.0318,Location1
2018-08-04 06:00:00,65.7,98,65.0,1.68,3.94,287,294,3.6,0.0313,Location1
2018-08-04 07:00:00,69.8,87,65.6,0.94,2.1,238,267,3.6,0.0309,Location1
2018-08-04 08:00:00,74.4,74,65.4,1.64,2.34,218,220,4.6,0.0304,Location1
2018-08-04 09:00:00,77.8,61,63.2,2.28,3.06,218,218,5.8,0.0299,Location1
2018-08-04 10:00:00,80.0,56,62.7,3.28,4.42,218,218,7.8,0.0295,Location1
2018-08-04 11:00:00,81.9,52,62.7,3.28,4.42,218,218,8.0,0.029,Location1
2018-08-04 12:00:00,84.2,49,62.7,3.19,4.22,212,211,7.9,0.0471,Location1
2018-08-04 13:00:00,86.1,47,63.4,3.0,4.02,206,207,7.6,0.0838,Location1
2018-08-04 14:00:00,87.1,46,63.6,2.64,3.49,205,204,7.3,0.1205,Location1
2018-08-04 15:00:00,87.4,46,64.0,2.57,3.47,193,192,6.4,0.1573,Location1
2018-08-04 16:00:00,86.8,48,64.5,2.53,3.75,189,189,6.0,0.194,Location1
2018-08-04 17:00:00,85.2,51,65.1,2.1,4.3,180,180,5.7,0.2307,Location1
2018-08-04 18:00:00,81.7,57,65.2,2.42,5.12,156,168,4.9,0.2705,Location1
2018-08-04 19:00:00,77.2,67,65.6,2.22,6.0,172,182,3.9,0.3133,Location1
2018-08-04 20:00:00,76.0,67,64.1,3.01,7.0,184,190,5.5,0.3561,Location1
2018-08-04 21:00:00,73.8,68,62.7,3.13,7.35,187,192,5.8,0.3989,Location1
2018-08-04 22:00:00,72.5,69,61.7,3.35,7.67,190,195,6.2,0.4417,Location1
2018-08-04 23:00:00,71.8,70,61.7,3.23,7.63,196,202,6.3,0.4845,Location1
2018-08-05 00:00:00,71.9,72,62.3,3.64,8.1,201,206,6.8,0.5273,Location1
2018-08-05 01:00:00,71.7,75,63.3,3.53,7.98,205,210,6.9,0.5702,Location1
2018-08-05 02:00:00,71.3,79,64.5,3.22,7.57,216,222,6.8,0.613,Location1
2018-08-05 03:00:00,71.1,84,65.9,3.26,7.47,223,231,6.0,0.6558,Location1
2018-08-05 04:00:00,71.0,86,66.5,3.39,7.48,225,232,6.1,0.6986,Location1
2018-08-05 05:00:00,71.3,85,66.7,3.36,7.39,233,240,6.3,0.708,Location1
2018-08-05 06:00:00,75.5,79,68.5,3.94,7.65,240,243,6.8,0.684,Location1
2018-08-05 07:00:00,78.5,73,69.0,3.97,6.42,229,233,8.0,0.66,Location1
2018-08-05 08:00:00,81.6,65,68.9,4.8,7.22,239,239,10.0,0.6359,Location1
2018-08-05 09:00:00,84.0,60,68.7,4.89,7.21,239,241,10.8,0.6119,Location1
2018-08-05 10:00:00,86.4,54,68.1,4.96,7.09,228,230,10.7,0.5879,Location1
2018-08-05 11:00:00,87.0,50,66.3,5.25,7.87,230,230,11.1,0.5639,Location1
2018-08-05 12:00:00,89.4,42,63.2,5.46,7.87,229,230,12.8,0.551,Location1
2018-08-05 13:00:00,90.1,40,62.4,5.66,8.28,226,226,12.5,0.5494,Location1
2018-08-05 14:00:00,90.5,42,63.9,5.31,7.93,227,228,12.7,0.5477,Location1
2018-08-05 15:00:00,90.6,42,64.5,4.89,7.4,229,232,12.0,0.546,Location1
2018-08-05 16:00:00,89.8,42,63.7,4.7,7.64,232,233,11.1,0.5444,Location1
2018-08-05 17:00:00,85.8,51,65.4,3.49,6.69,246,248,10.7,0.5427,Location1
2018-08-05 18:00:00,85.5,50,64.6,4.84,8.35,218,222,7.3,0.5427,Location1
2018-08-05 19:00:00,82.7,53,63.9,4.48,8.85,219,222,9.6,0.5443,Location1
2018-08-05 20:00:00,80.7,57,64.2,4.04,8.41,222,225,9.0,0.546,Location1
2018-08-05 21:00:00,79.8,60,64.7,4.19,8.49,220,225,8.3,0.5476,Location1
2018-08-05 22:00:00,79.0,62,65.1,4.53,8.91,223,227,8.9,0.5493,Location1
2018-08-05 23:00:00,78.2,65,65.4,4.75,9.12,229,232,9.3,0.5509,Location1
2018-08-06 00:00:00,77.4,67,65.5,4.66,8.99,235,238,9.5,0.5526,Location1
2018-08-06 01:00:00,76.5,69,65.5,4.25,8.41,240,245,9.2,0.5542,Location1
2018-08-06 02:00:00,75.4,72,65.6,3.69,7.74,237,243,8.3,0.5559,Location1
2018-08-06 03:00:00,74.7,74,65.8,3.52,7.39,235,240,7.2,0.5575,Location1
2018-08-06 04:00:00,74.3,76,66.2,3.14,6.72,233,240,6.8,0.5592,Location1
2018-08-06 05:00:00,73.8,78,66.3,3.24,6.71,236,243,6.1,0.5272,Location1
2018-08-06 06:00:00,76.5,80,69.9,2.98,5.69,230,239,6.4,0.4617,Location1
2018-08-06 07:00:00,78.0,77,70.4,3.23,4.71,248,253,6.7,0.3962,Location1
2018-08-06 08:00:00,80.0,73,70.6,3.62,5.28,246,245,8.1,0.3306,Location1
2018-08-06 09:00:00,81.6,68,69.8,4.06,5.79,260,260,8.8,0.2651,Location1
2018-08-06 10:00:00,79.6,70,68.9,3.16,5.05,259,262,8.9,0.1996,Location1
2018-08-06 11:00:00,79.3,71,69.1,2.75,4.16,260,260,6.7,0.134,Location1
2018-08-06 12:00:00,81.1,64,67.9,3.94,5.68,243,244,8.6,0.1026,Location1
2018-08-06 13:00:00,80.3,67,68.4,3.18,4.75,226,229,8.9,0.1054,Location1
2018-08-06 14:00:00,80.4,69,69.3,2.88,4.28,214,217,6.7,0.1082,Location1
2018-08-06 15:00:00,80.0,71,69.6,2.62,4.04,230,228,6.2,0.1109,Location1
2018-08-06 16:00:00,78.4,78,71.0,1.17,2.34,250,250,5.4,0.1137,Location1
2018-08-06 17:00:00,76.6,83,71.2,3.18,4.88,316,314,9.7,0.1164,Location1
2018-08-06 18:00:00,69.9,93,67.9,3.73,6.64,250,252,11.6,0.1137,Location1
2018-08-06 19:00:00,69.3,92,66.9,3.24,6.22,261,265,7.2,0.1055,Location1
2018-08-06 20:00:00,68.5,93,66.4,2.97,6.1,250,260,6.1,0.0972,Location1
2018-08-06 21:00:00,68.4,93,66.4,2.85,6.06,252,257,5.5,0.089,Location1
2018-08-06 22:00:00,68.1,95,66.5,2.61,5.7,266,268,5.1,0.0807,Location1
2018-08-06 23:00:00,67.9,95,66.4,2.28,5.15,285,288,4.6,0.0725,Location1
2018-08-07 00:00:00,67.5,96,66.3,2.18,5.06,286,295,4.0,0.0643,Location1
2018-08-07 01:00:00,67.4,97,66.5,2.1,4.96,295,304,4.0,0.056,Location1
2018-08-07 02:00:00,67.1,99,66.8,1.66,4.25,295,311,3.7,0.0478,Location1
2018-08-07 03:00:00,66.9,100,66.9,1.51,3.26,278,313,2.9,0.0395,Location1
2018-08-07 04:00:00,66.6,100,66.6,0.92,2.52,283,326,2.7,0.0313,Location1
2018-08-07 05:00:00,67.2,100,67.2,1.2,2.38,312,345,2.0,0.0278,Location1
2018-08-07 06:00:00,69.5,95,68.0,1.81,2.53,354,9,3.6,0.0289,Location1
2018-08-07 07:00:00,71.1,90,68.1,2.28,3.13,29,27,5.5,0.0301,Location1
2018-08-07 08:00:00,73.1,82,67.2,1.44,1.89,34,32,5.4,0.0312,Location1
2018-08-07 09:00:00,74.5,76,66.5,1.49,1.8,70,71,4.6,0.0324,Location1
2018-08-07 10:00:00,76.2,70,65.9,1.0,1.2,90,85,4.6,0.0335,Location1
2018-08-07 11:00:00,77.0,68,65.6,1.3,1.61,94,97,4.6,0.0347,Location1
2018-08-07 12:00:00,77.8,66,65.4,1.02,1.3,79,86,4.5,0.0358,Location1
2018-08-07 13:00:00,77.1,68,65.8,1.88,2.28,65,67,5.3,0.037,Location1
2018-08-07 14:00:00,75.3,76,67.4,3.08,4.12,77,76,7.6,0.0381,Location1
2018-08-07 15:00:00,74.3,78,66.9,2.71,3.71,86,85,7.6,0.0393,Location1
2018-08-07 16:00:00,73.1,77,65.4,2.5,3.4,88,88,6.6,0.0405,Location1
2018-08-07 17:00:00,71.7,78,64.4,2.52,3.52,83,83,6.1,0.0416,Location1
2018-08-07 18:00:00,71.6,83,66.2,1.96,2.97,75,70,5.7,0.0511,Location1
2018-08-07 19:00:00,69.7,89,66.2,1.65,2.82,104,96,3.8,0.069,Location1
2018-08-07 20:00:00,68.5,93,66.3,1.8,3.4,93,88,3.7,0.0869,Location1
2018-08-07 21:00:00,67.6,96,66.4,2.26,4.3,77,78,4.2,0.1048,Location1
2018-08-07 22:00:00,67.5,95,66.1,2.44,4.52,71,72,4.5,0.1227,Location1
2018-08-07 23:00:00,67.1,96,65.9,2.28,4.59,75,74,4.5,0.1406,Location1
2018-08-08 00:00:00,66.7,96,65.6,2.79,5.54,75,73,5.5,0.1585,Location1
2018-08-08 01:00:00,66.5,96,65.4,2.47,5.0,69,70,5.4,0.1764,Location1
2018-08-08 02:00:00,66.2,96,64.9,3.32,6.26,46,51,6.0,0.1943,Location1
2018-08-08 03:00:00,65.2,95,63.8,3.69,7.0,33,37,7.1,0.2122,Location1
2018-08-08 04:00:00,64.7,94,63.0,3.62,7.22,51,47,8.3,0.2301,Location1
2018-08-08 05:00:00,64.7,95,63.2,4.0,8.11,58,60,8.9,0.2227,Location1
2018-08-08 06:00:00,65.8,95,64.4,2.47,4.74,14,35,7.6,0.1899,Location1
2018-08-08 07:00:00,66.3,95,64.7,2.38,4.52,22,28,4.8,0.1571,Location1
2018-08-08 08:00:00,68.8,88,65.1,2.75,3.86,19,21,6.3,0.1244,Location1
2018-08-08 09:00:00,71.1,81,64.9,2.1,2.77,25,26,6.6,0.0916,Location1
2018-08-08 10:00:00,74.4,72,64.6,1.64,2.11,322,329,5.7,0.0588,Location1
2018-08-08 11:00:00,76.0,70,65.6,1.86,2.33,306,313,6.8,0.0261,Location1
2018-08-08 12:00:00,77.0,70,66.4,1.78,2.19,308,313,6.8,0.0089,Location1
2018-08-08 13:00:00,76.4,72,66.6,1.81,2.32,354,353,6.4,0.0073,Location1
2018-08-08 14:00:00,76.5,71,66.6,0.82,1.24,346,346,6.8,0.0057,Location1
2018-08-08 15:00:00,76.9,71,66.8,0.4,0.61,360,351,6.5,0.004,Location1
2018-08-08 16:00:00,75.4,74,66.6,0.76,1.0,67,53,7.0,0.0024,Location1
2018-08-08 17:00:00,73.5,76,65.5,1.68,2.18,107,106,7.3,0.0008,Location1
2018-08-08 18:00:00,72.7,72,63.3,1.2,2.02,90,81,4.8,0.0234,Location1
2018-08-08 19:00:00,68.0,84,63.1,2.33,2.98,133,140,4.1,0.0701,Location1
2018-08-08 20:00:00,65.9,87,62.0,2.58,4.48,144,156,4.7,0.1168,Location1
2018-08-08 21:00:00,65.0,88,61.5,2.44,5.07,161,165,4.6,0.1635,Location1
2018-08-08 22:00:00,64.2,90,61.1,2.45,5.36,192,189,4.2,0.2102,Location1
2018-08-08 23:00:00,63.7,90,60.9,2.75,6.08,199,207,4.9,0.2569,Location1
2018-08-09 00:00:00,64.5,90,61.6,3.22,6.86,216,227,5.8,0.3036,Location1
2018-08-09 01:00:00,64.6,93,62.5,2.94,6.2,235,252,5.9,0.3503,Location1
2018-08-09 02:00:00,64.9,93,62.7,3.14,6.71,261,273,5.6,0.397,Location1
2018-08-09 03:00:00,64.9,93,62.8,3.11,6.65,264,277,5.7,0.4437,Location1
2018-08-09 04:00:00,64.4,93,62.4,2.82,6.21,264,274,5.7,0.4904,Location1
2018-08-09 05:00:00,63.9,91,61.3,2.89,6.21,256,266,5.3,0.5026,Location1
2018-08-09 06:00:00,67.7,84,62.6,3.0,5.95,233,245,5.8,0.4803,Location1
2018-08-09 07:00:00,71.7,76,63.6,3.22,4.99,234,237,6.9,0.4581,Location1
2018-08-09 08:00:00,75.2,70,64.6,3.41,5.02,238,239,7.8,0.4358,Location1
2018-08-09 09:00:00,78.0,65,65.2,3.53,4.97,245,245,8.0,0.4135,Location1
2018-08-09 10:00:00,80.7,59,64.9,3.64,5.2,238,240,10.5,0.3912,Location1
2018-08-09 11:00:00,82.7,56,65.3,4.25,5.91,243,246,11.1,0.369,Location1
2018-08-09 12:00:00,75.5,79,68.4,3.92,6.03,276,276,10.5,0.3521,Location1
2018-08-09 13:00:00,74.9,85,70.0,2.52,3.6,263,270,8.3,0.3406,Location1
2018-08-09 14:00:00,74.8,81,68.4,2.6,3.61,247,256,10.3,0.3292,Location1
2018-08-09 15:00:00,76.0,78,68.7,2.7,3.75,309,312,7.5,0.3177,Location1
2018-08-09 16:00:00,75.0,80,68.4,2.5,3.5,358,358,8.5,0.3062,Location1
2018-08-09 17:00:00,73.3,83,67.8,1.77,2.5,43,37,8.8,0.2948,Location1
2018-08-09 18:00:00,74.7,79,67.8,2.95,5.02,24,23,4.0,0.2805,Location1
2018-08-09 19:00:00,70.2,91,67.3,2.32,5.05,7,8,5.5,0.2633,Location1
2018-08-09 20:00:00,67.6,92,65.1,2.63,5.73,9,12,4.6,0.2461,Location1
